data_id,student_ref,student_weakness,ques1_ref,ques1_time_taken,ques1_correctness,ques1_previous_weaknesses,ques1_possible_weaknesses,ques2_ref,ques2_time_taken,ques2_correctness,ques2_previous_weaknesses,ques2_possible_weaknesses,ques3_ref,ques3_time_taken,ques3_correctness,ques3_previous_weaknesses,ques3_possible_weaknesses,ques4_ref,ques4_time_taken,ques4_correctness,ques4_previous_weaknesses,ques4_possible_weaknesses,ques5_ref,ques5_time_taken,ques5_correctness,ques5_previous_weaknesses,ques5_possible_weaknesses,ques6_ref,ques6_time_taken,ques6_correctness,ques6_previous_weaknesses,ques6_possible_weaknesses,ques7_ref,ques7_time_taken,ques7_correctness,ques7_previous_weaknesses,ques7_possible_weaknesses,ques8_ref,ques8_time_taken,ques8_correctness,ques8_previous_weaknesses,ques8_possible_weaknesses,ques9_ref,ques9_time_taken,ques9_correctness,ques9_previous_weaknesses,ques9_possible_weaknesses,ques10_ref,ques10_time_taken,ques10_correctness,ques10_previous_weaknesses,ques10_possible_weaknesses
Student_36_1,Student_36,"['001_03_02', '001_03_01', '001_01_05', '001_01_04', '001_01_06', '001_03_05', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_07', '001_03_03', '001_02_05', '001_02_03', '001_01_01', '001_03_06', '001_03_04', '001_02_09']",20,105943,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,18731,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,82267,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,70396,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,73288,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,21527,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,32776,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,112932,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,79497,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,113227,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_37_1,Student_37,"['001_03_05', '001_03_04', '001_03_02', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_03_06', '001_02_04', '001_03_01', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06']",20,22824,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,23786,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",[],10,114892,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,79613,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,26460,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,16309,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,101519,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']",[],19,12264,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,102277,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_03_04']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,36478,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_38_1,Student_38,"['001_03_05', '001_03_04', '001_03_02', '001_01_02', '001_01_01', '001_01_03', '001_02_02', '001_03_06', '001_02_04', '001_03_01', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06', '001_02_03']",20,79871,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,102636,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,43540,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']",[],12,39214,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,97440,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,88276,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,29047,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,73859,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,119396,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01', '001_02_03', '001_03_04']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,63966,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01', '001_02_03', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_39_1,Student_39,"['001_03_02', '001_03_01', '001_01_05', '001_01_04', '001_01_06', '001_03_05', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_07', '001_03_03', '001_02_05', '001_02_03', '001_01_01', '001_03_06', '001_03_04', '001_02_09']",20,79413,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,11854,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,37807,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,20860,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,65198,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,6700,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,89963,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,88353,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,99455,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,119181,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_40_1,Student_40,"['001_03_05', '001_03_04', '001_03_02', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_03_06', '001_02_04', '001_03_01', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06', '001_02_03']",20,80314,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,43041,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",[],10,98003,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,66076,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,24187,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,29128,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,51011,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,102980,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,44793,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,84605,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_02_07', '001_03_02', '001_01_03', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_41_1,Student_41,"['001_03_02', '001_03_01', '001_01_05', '001_01_04', '001_01_06', '001_03_05', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_07', '001_03_03', '001_02_05', '001_02_03', '001_01_01', '001_03_06', '001_03_04', '001_02_09']",20,69768,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,15247,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,93012,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,26302,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,8913,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,100169,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,68728,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,30299,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,31730,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,18388,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_42_1,Student_42,"['001_03_05', '001_03_02', '001_01_03', '001_03_01', '001_03_06', '001_02_04', '001_02_09', '001_01_07', '001_01_04', '001_03_03', '001_01_06', '001_02_03']",20,67101,True,[],[],13,62809,True,[],[],10,119530,True,[],[],12,64594,False,[],"['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,15150,True,"['001_03_06', '001_01_04', '001_02_09', '001_01_07']",[],18,54106,False,"['001_03_06', '001_01_04', '001_02_09', '001_01_07']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,83633,False,"['001_03_06', '001_01_04', '001_02_09', '001_01_07', '001_03_05', '001_03_02', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,32634,True,"['001_03_06', '001_01_04', '001_02_09', '001_01_07', '001_03_05', '001_03_02', '001_03_01', '001_02_03', '001_02_04', '001_01_03']",[],7,98997,False,"['001_03_06', '001_01_04', '001_02_09', '001_01_07', '001_03_05', '001_03_02', '001_03_01', '001_02_03', '001_02_04', '001_01_03']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,32390,False,"['001_03_06', '001_01_04', '001_02_09', '001_01_07', '001_03_05', '001_03_02', '001_03_01', '001_02_03', '001_02_04', '001_01_03', '001_01_06']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_43_1,Student_43,"['001_03_02', '001_03_01', '001_01_05', '001_01_04', '001_01_06', '001_03_05', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_07', '001_03_03', '001_02_05', '001_02_03', '001_01_01', '001_03_06', '001_03_04', '001_02_09']",20,25264,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,72572,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,88931,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,93182,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,61431,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,74001,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,63014,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,87729,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,100407,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,112241,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_02_03', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_44_1,Student_44,"['001_03_05', '001_03_04', '001_03_02', '001_01_02', '001_01_01', '001_01_03', '001_02_07', '001_02_02', '001_03_06', '001_02_04', '001_03_01', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06']",20,98273,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,56641,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,13309,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,76291,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,105561,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,57874,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,62098,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']",[],19,79628,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,52301,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_03_04']",[],3,50318,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_03_05', '001_03_01', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_45_1,Student_45,"['001_03_04', '001_03_02', '001_01_02', '001_01_01', '001_01_03', '001_02_07', '001_02_02', '001_03_06', '001_02_04', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06', '001_02_03']",20,73830,False,[],"['001_01_05', '001_02_05', '001_01_06', '001_01_07']",13,51001,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,115216,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03']","['001_02_07', '001_03_02', '001_01_03', '001_01_07']",12,40716,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,37884,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,91276,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']",[],17,73033,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,76925,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,4908,True,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_02_03', '001_03_04']",[],3,76169,False,"['001_01_05', '001_02_05', '001_01_06', '001_01_07', '001_01_01', '001_01_03', '001_02_07', '001_03_02', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_02_02', '001_02_04', '001_02_03', '001_03_04']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
Student_46_1,Student_46,"['001_03_05', '001_03_04', '001_03_02', '001_01_02', '001_01_01', '001_01_03', '001_02_02', '001_03_06', '001_02_04', '001_03_01', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06', '001_02_03']",20,103647,True,[],[],13,79603,False,[],"['001_01_01', '001_02_05', '001_01_03', '001_01_07']",10,93734,True,"['001_01_01', '001_02_05', '001_01_03', '001_01_07']",[],12,36872,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",2,25698,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",18,29340,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04']","['001_03_05', '001_03_02', '001_03_01', '001_01_07']",17,113282,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01']","['001_02_03', '001_02_04', '001_01_04', '001_01_03', '001_01_07']",19,21402,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01', '001_02_03']","['001_03_04', '001_01_02', '001_01_05', '001_01_07']",7,83887,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01', '001_02_03', '001_03_04', '001_01_05']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",3,51467,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_03_05', '001_03_02', '001_03_01', '001_02_03', '001_03_04', '001_01_05']","['001_03_06', '001_03_03', '001_02_09', '001_01_07']"
